C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_33_465.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_33_465.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_33_465.jpg,0,1,0,8.924774
C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_33_533.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_33_533.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_33_533.jpg,0,1,0,9.597367
C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_33_606.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_33_606.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_33_606.jpg,0,1,0,10.48798
C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_33_679.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_33_679.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_33_679.jpg,0,1,0,11.15132
C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_33_746.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_33_746.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_33_746.jpg,0,1,0,12.16034
C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_33_817.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_33_817.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_33_817.jpg,0,1,0,12.66757
C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_33_891.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_33_891.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_33_891.jpg,0,1,0,13.51093
C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_33_963.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_33_963.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_33_963.jpg,0,1,0,14.34687
C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_34_034.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_34_034.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_34_034.jpg,0,1,0,15.09435
C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\center_2017_04_17_23_21_34_103.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\left_2017_04_17_23_21_34_103.jpg,C:\Users\steineo\Documents\GitHub\CarND-Behavioral-Cloning-P3\data_recovery\IMG\right_2017_04_17_23_21_34_103.jpg,0,1,0,15.92355
